customerid,invoicedate,invoicenumber,productid,quantity,price,total,orderstatus,sessionduration,deliveryrating,productrating,sales,payment_method,avg_price_per_product,customer_satisfaction_index
6345,2/10/2022,37860055,82,1,5.82,5.82,Completed,3.42,2,5,5.82,PayPal,5.82,20.37
2030,2/11/2022,52059815,10,3,19.34,58.02,Completed,3.87,5,5,58.02,Bank Transfer,19.34,290.1
7493,2/12/2022,63228044,41,1,32.33,32.33,In Process,8.99,0,0,0,Crypto,32.33,0
4533,2/12/2022,66538831,45,3,3.67,11.01,Completed,1.1,5,1,11.01,Credit Card,3.67,33.03
5869,2/13/2022,11201695,11,1,4.31,4.31,Completed,5.5,3,5,4.31,Crypto,4.31,17.24
4828,2/13/2022,88542882,63,1,57.12,57.12,Completed,7.93,3,4,57.12,Credit Card,57.12,199.92
4828,2/13/2022,88542882,63,1,57.12,57.12,Completed,7.93,3,4,57.12,Credit Card,57.12,199.92
4828,9/20/2022,70040509,70,1,63.88,63.88,Completed,0.22,3,5,63.88,Bank Transfer,63.88,255.52
4828,9/20/2022,70040509,70,1,63.88,63.88,Completed,0.22,3,5,63.88,Bank Transfer,63.88,255.52
9974,2/14/2022,18331723,18,1,1.97,1.97,Completed,2.74,3,4,1.97,Bank Transfer,1.97,6.895
6249,2/15/2022,36404374,90,1,21.51,21.51,Cancelled,7.73,0,0,0,Bank Transfer,21.51,0
1239,2/16/2022,67947813,93,2,67.46,134.92,In Process,5.16,0,0,0,Credit Card,67.46,0
9224,2/16/2022,67845372,61,3,70.34,211.02,In Process,9.86,0,0,0,Bank Transfer,70.34,0
9425,2/17/2022,16130717,42,2,74.77,149.54,Completed,9.38,4,4,149.54,Bank Transfer,74.77,598.16
9664,2/18/2022,91775437,35,2,78.78,157.56,Cancelled,4.48,0,0,0,PayPal,78.78,0
5996,2/18/2022,90078132,12,3,86.11,258.33,Completed,9.16,3,4,258.33,Crypto,86.11,904.155
5019,2/19/2022,77572769,63,2,57.12,114.24,Completed,5.19,4,5,114.24,Bank Transfer,57.12,514.08
7020,2/20/2022,24128190,53,3,7.51,22.53,Completed,2.96,5,3,22.53,Crypto,7.51,90.12
7982,2/20/2022,34165771,29,3,1.91,5.73,Completed,8.01,3,5,5.73,PayPal,1.91,22.92
7433,2/20/2022,46895431,3,3,97.19,291.57,Returned,6.58,0,0,0,Crypto,97.19,0
7433,2/20/2022,46895431,3,3,97.19,291.57,Returned,6.58,0,0,0,Crypto,97.19,0
7433,1/13/2023,64120737,24,2,99.58,199.16,Completed,9.9,5,5,199.16,PayPal,99.58,995.8
7433,1/13/2023,64120737,24,2,99.58,199.16,Completed,9.9,5,5,199.16,PayPal,99.58,995.8
8636,2/21/2022,14127919,51,3,50.59,151.77,Completed,2.78,5,5,151.77,Crypto,50.59,758.85
8636,2/21/2022,14127919,51,3,50.59,151.77,Completed,2.78,5,5,151.77,Crypto,50.59,758.85
8636,9/13/2023,30472168,90,1,21.51,21.51,Completed,1.47,3,5,21.51,Bank Transfer,21.51,86.04
8636,9/13/2023,30472168,90,1,21.51,21.51,Completed,1.47,3,5,21.51,Bank Transfer,21.51,86.04
7135,2/22/2022,28671685,9,1,73.83,73.83,Completed,6.32,4,5,73.83,PayPal,73.83,332.235
7135,2/22/2022,28671685,9,1,73.83,73.83,Completed,6.32,4,5,73.83,PayPal,73.83,332.235
7135,8/25/2022,58189059,6,3,8.07,24.21,Completed,1.44,5,3,24.21,Bank Transfer,8.07,96.84
7135,8/25/2022,58189059,6,3,8.07,24.21,Completed,1.44,5,3,24.21,Bank Transfer,8.07,96.84
7840,2/22/2022,88579112,55,1,73.53,73.53,Completed,3.73,5,4,73.53,Credit Card,73.53,330.885
3680,2/22/2022,94236388,21,2,98.91,197.82,In Process,9.48,0,0,0,PayPal,98.91,0
5721,2/23/2022,70575140,62,1,81.46,81.46,In Process,9.34,0,0,0,Credit Card,81.46,0
3816,2/23/2022,16573341,40,3,89.85,269.55,Completed,1.02,1,5,269.55,Credit Card,89.85,808.65
5761,2/24/2022,53267079,92,3,58.5,175.5,Completed,9.91,5,3,175.5,Credit Card,58.5,702
7717,2/25/2022,67588836,39,2,41.61,83.22,Returned,3.93,0,0,0,Bank Transfer,41.61,0
4548,2/26/2022,46484140,36,2,48.16,96.32,Completed,9.52,4,5,96.32,Bank Transfer,48.16,433.44
4560,2/27/2022,15395946,93,3,67.46,202.38,Completed,3.89,4,4,202.38,Crypto,67.46,809.52
8601,2/27/2022,56516695,66,3,56.01,168.03,Completed,6.55,5,5,168.03,PayPal,56.01,840.15
8601,2/27/2022,56516695,66,3,56.01,168.03,Completed,6.55,5,5,168.03,PayPal,56.01,840.15
8601,10/2/2023,52699221,35,3,78.78,236.34,Completed,5.82,4,2,236.34,PayPal,78.78,709.02
8601,10/2/2023,52699221,35,3,78.78,236.34,Completed,5.82,4,2,236.34,PayPal,78.78,709.02
7016,2/27/2022,63756079,46,1,9.88,9.88,Completed,0.88,5,5,9.88,Crypto,9.88,49.4
2618,2/28/2022,43422054,29,3,1.91,5.73,Completed,4.97,4,4,5.73,PayPal,1.91,22.92
2618,2/28/2022,43422054,29,3,1.91,5.73,Completed,4.97,4,4,5.73,PayPal,1.91,22.92
2618,2/2/2023,48255476,19,2,13.2,26.4,Completed,1.03,5,5,26.4,Bank Transfer,13.2,132
2618,2/2/2023,48255476,19,2,13.2,26.4,Completed,1.03,5,5,26.4,Bank Transfer,13.2,132
6308,3/2/2022,46902489,14,3,89.76,269.28,Completed,2.75,5,3,269.28,Credit Card,89.76,1077.12
3278,3/3/2022,25954160,95,2,50.48,100.96,Returned,0.93,0,0,0,Credit Card,50.48,0
1994,3/5/2022,82122316,60,2,91.28,182.56,Completed,8.21,5,5,182.56,Bank Transfer,91.28,912.8
1579,3/5/2022,67334922,91,3,67.48,202.44,Completed,0.89,5,5,202.44,Bank Transfer,67.48,1012.2
1579,3/5/2022,67334922,91,3,67.48,202.44,Completed,0.89,5,5,202.44,Bank Transfer,67.48,1012.2
1579,9/30/2022,58112433,7,3,59.68,179.04,Completed,0.82,2,5,179.04,Bank Transfer,59.68,626.64
1579,9/30/2022,58112433,7,3,59.68,179.04,Completed,0.82,2,5,179.04,Bank Transfer,59.68,626.64
8646,3/5/2022,74834067,60,1,91.28,91.28,Returned,4.76,0,0,0,Crypto,91.28,0
8646,3/5/2022,74834067,60,1,91.28,91.28,Returned,4.76,0,0,0,Crypto,91.28,0
8646,6/22/2023,30104365,64,3,35.23,105.69,Cancelled,7.97,0,0,0,PayPal,35.23,0
8646,6/22/2023,30104365,64,3,35.23,105.69,Cancelled,7.97,0,0,0,PayPal,35.23,0
2871,3/5/2022,66442203,6,2,8.07,16.14,Completed,0.98,5,5,16.14,Bank Transfer,8.07,80.7
2871,3/5/2022,66442203,6,2,8.07,16.14,Completed,0.98,5,5,16.14,Bank Transfer,8.07,80.7
2871,2/13/2023,12510965,100,2,98.59,197.18,Completed,6.01,5,3,197.18,PayPal,98.59,788.72
2871,2/13/2023,12510965,100,2,98.59,197.18,Completed,6.01,5,3,197.18,PayPal,98.59,788.72
2107,3/6/2022,35003889,6,3,8.07,24.21,Completed,0.39,5,4,24.21,PayPal,8.07,108.945
6245,3/7/2022,13440516,12,2,86.11,172.22,In Process,0.07,0,0,0,Credit Card,86.11,0
6245,3/7/2022,13440516,12,2,86.11,172.22,In Process,0.07,0,0,0,Credit Card,86.11,0
6245,8/27/2022,78993178,1,2,81.91,163.82,Completed,8.72,4,4,163.82,Crypto,81.91,655.28
6245,8/27/2022,78993178,1,2,81.91,163.82,Completed,8.72,4,4,163.82,Crypto,81.91,655.28
4438,3/8/2022,24028542,39,2,41.61,83.22,Completed,8.15,1,5,83.22,Bank Transfer,41.61,249.66
4438,3/8/2022,24028542,39,2,41.61,83.22,Completed,8.15,1,5,83.22,Bank Transfer,41.61,249.66
4438,4/25/2022,33198725,75,3,32.34,97.02,Completed,1.56,5,5,97.02,Bank Transfer,32.34,485.1
4438,4/25/2022,33198725,75,3,32.34,97.02,Completed,1.56,5,5,97.02,Bank Transfer,32.34,485.1
9349,3/8/2022,88675506,88,3,40.95,122.85,Completed,7.75,3,5,122.85,Bank Transfer,40.95,491.4
5995,3/8/2022,82057822,1,2,81.91,163.82,Completed,0.58,5,3,163.82,PayPal,81.91,655.28
6535,3/9/2022,52697816,7,1,59.68,59.68,Cancelled,8.56,0,0,0,Crypto,59.68,0
6982,3/10/2022,43712305,83,3,1.22,3.66,Completed,3.22,4,4,3.66,PayPal,1.22,14.64
6669,3/10/2022,21665157,73,1,30.57,30.57,Completed,1.72,5,4,30.57,Bank Transfer,30.57,137.565
8698,3/10/2022,26021973,15,2,6.32,12.64,In Process,9.75,0,0,0,PayPal,6.32,0
8705,3/11/2022,27938227,36,3,48.16,144.48,Returned,6.81,0,0,0,Credit Card,48.16,0
2604,3/12/2022,92164695,49,2,99.72,199.44,Completed,6.02,5,5,199.44,Credit Card,99.72,997.2
4078,3/12/2022,61701534,46,3,9.88,29.64,In Process,7.25,0,0,0,Crypto,9.88,0
3553,3/14/2022,94201601,3,1,97.19,97.19,Completed,2.73,5,5,97.19,Crypto,97.19,485.95
1646,3/14/2022,42307712,72,3,3.55,10.65,In Process,9.02,0,0,0,PayPal,3.55,0
1646,3/14/2022,42307712,72,3,3.55,10.65,In Process,9.02,0,0,0,PayPal,3.55,0
1646,6/19/2023,64280670,7,1,59.68,59.68,Completed,8.24,4,5,59.68,Bank Transfer,59.68,268.56
1646,6/19/2023,64280670,7,1,59.68,59.68,Completed,8.24,4,5,59.68,Bank Transfer,59.68,268.56
6531,3/15/2022,99498735,81,3,52.96,158.88,Completed,0.23,5,5,158.88,Credit Card,52.96,794.4
9169,3/15/2022,29923180,53,2,7.51,15.02,Completed,4.72,3,5,15.02,PayPal,7.51,60.08
5187,3/16/2022,42099215,94,2,17.63,35.26,Completed,1.12,5,4,35.26,Credit Card,17.63,158.67
9689,3/17/2022,12781055,47,2,64.64,129.28,In Process,9.5,0,0,0,Crypto,64.64,0
9689,3/17/2022,12781055,47,2,64.64,129.28,In Process,9.5,0,0,0,Crypto,64.64,0
9689,11/22/2022,45638180,8,3,67.18,201.54,Completed,4.5,4,3,201.54,Credit Card,67.18,705.39
9689,11/22/2022,45638180,8,3,67.18,201.54,Completed,4.5,4,3,201.54,Credit Card,67.18,705.39
5418,3/18/2022,63549364,31,2,43.5,87,Completed,6.62,4,4,87,Credit Card,43.5,348
1630,3/19/2022,63386827,42,3,74.77,224.31,Completed,5.19,5,5,224.31,PayPal,74.77,1121.55
6019,3/21/2022,34662749,3,2,97.19,194.38,Completed,1.09,5,5,194.38,Crypto,97.19,971.9
5085,3/22/2022,70323545,35,3,78.78,236.34,In Process,1.02,0,0,0,Credit Card,78.78,0
7166,3/22/2022,51914776,31,3,43.5,130.5,Completed,4.74,5,4,130.5,Credit Card,43.5,587.25
4092,3/23/2022,35222373,92,3,58.5,175.5,Completed,1.25,5,5,175.5,Bank Transfer,58.5,877.5
3418,3/24/2022,25304669,74,2,33.51,67.02,Completed,2.68,3,4,67.02,Bank Transfer,33.51,234.57
6347,3/24/2022,48955334,39,1,41.61,41.61,Completed,3.51,5,5,41.61,Bank Transfer,41.61,208.05
3590,3/25/2022,83203155,26,3,34.43,103.29,Cancelled,3.36,0,0,0,Crypto,34.43,0
3590,3/25/2022,83203155,26,3,34.43,103.29,Cancelled,3.36,0,0,0,Crypto,34.43,0
3590,8/8/2022,91151275,56,1,87.34,87.34,Completed,0.37,5,4,87.34,Bank Transfer,87.34,393.03
3590,8/8/2022,91151275,56,1,87.34,87.34,Completed,0.37,5,4,87.34,Bank Transfer,87.34,393.03
1296,3/25/2022,52681465,20,3,81.89,245.67,Completed,1.31,5,5,245.67,Credit Card,81.89,1228.35
6739,3/25/2022,57736137,58,3,74.55,223.65,Completed,3.46,5,4,223.65,Bank Transfer,74.55,1006.425
6109,3/25/2022,12470363,39,3,41.61,124.83,Completed,0.28,5,3,124.83,Credit Card,41.61,499.32
4824,3/26/2022,97349926,90,2,21.51,43.02,Completed,6,5,5,43.02,Crypto,21.51,215.1
2910,3/26/2022,29485115,4,2,32.43,64.86,Completed,1.29,4,5,64.86,Credit Card,32.43,291.87
4250,3/26/2022,60139905,61,3,70.34,211.02,Completed,5.75,5,5,211.02,Crypto,70.34,1055.1
9073,3/27/2022,56864241,14,2,89.76,179.52,Cancelled,7.04,0,0,0,Crypto,89.76,0
2033,3/28/2022,58690187,1,3,81.91,245.73,Cancelled,4.82,0,0,0,Bank Transfer,81.91,0
4590,3/28/2022,37627169,89,1,37.61,37.61,Completed,9.08,5,4,37.61,PayPal,37.61,169.245
5411,3/28/2022,40207102,21,2,98.91,197.82,Returned,2.06,0,0,0,Credit Card,98.91,0
3161,3/29/2022,84570245,50,3,50.71,152.13,In Process,8.31,0,0,0,PayPal,50.71,0
1877,3/29/2022,88344094,97,1,56.74,56.74,Completed,1.5,5,2,56.74,Bank Transfer,56.74,198.59
1877,3/29/2022,88344094,97,1,56.74,56.74,Completed,1.5,5,2,56.74,Bank Transfer,56.74,198.59
1877,10/7/2022,46600387,74,2,33.51,67.02,Completed,5.88,4,5,67.02,Crypto,33.51,301.59
1877,10/7/2022,46600387,74,2,33.51,67.02,Completed,5.88,4,5,67.02,Crypto,33.51,301.59
9206,3/29/2022,49738871,25,1,11.29,11.29,Completed,5.7,3,5,11.29,PayPal,11.29,45.16
9206,3/29/2022,49738871,25,1,11.29,11.29,Completed,5.7,3,5,11.29,PayPal,11.29,45.16
9206,3/29/2022,49738871,25,1,11.29,11.29,Completed,5.7,3,5,11.29,PayPal,11.29,45.16
9206,11/15/2022,80459583,16,2,39.33,78.66,In Process,0.49,0,0,0,Credit Card,39.33,0
9206,11/15/2022,80459583,16,2,39.33,78.66,In Process,0.49,0,0,0,Credit Card,39.33,0
9206,11/15/2022,80459583,16,2,39.33,78.66,In Process,0.49,0,0,0,Credit Card,39.33,0
9206,7/28/2023,57722372,58,3,74.55,223.65,Completed,6.11,4,5,223.65,PayPal,74.55,1006.425
9206,7/28/2023,57722372,58,3,74.55,223.65,Completed,6.11,4,5,223.65,PayPal,74.55,1006.425
9206,7/28/2023,57722372,58,3,74.55,223.65,Completed,6.11,4,5,223.65,PayPal,74.55,1006.425
5381,3/30/2022,98509628,59,1,79.57,79.57,In Process,4.2,0,0,0,Bank Transfer,79.57,0
3064,3/30/2022,76059138,25,2,11.29,22.58,Completed,6.14,5,5,22.58,PayPal,11.29,112.9
8790,3/30/2022,22232973,77,2,20.4,40.8,Cancelled,4.64,0,0,0,Credit Card,20.4,0
4962,3/31/2022,55375369,74,1,33.51,33.51,Cancelled,0.59,0,0,0,Credit Card,33.51,0
9769,4/1/2022,43791305,6,3,8.07,24.21,Completed,8.26,4,3,24.21,PayPal,8.07,84.735
3212,4/1/2022,70722579,42,2,74.77,149.54,Completed,2.36,5,5,149.54,Credit Card,74.77,747.7
3934,4/2/2022,85410192,15,1,6.32,6.32,Completed,8.03,4,5,6.32,PayPal,6.32,28.44
3527,4/3/2022,78676004,12,3,86.11,258.33,Completed,6.77,5,4,258.33,Credit Card,86.11,1162.485
5229,4/4/2022,17673055,75,1,32.34,32.34,Completed,0.2,4,5,32.34,Credit Card,32.34,145.53
5229,4/4/2022,17673055,75,1,32.34,32.34,Completed,0.2,4,5,32.34,Credit Card,32.34,145.53
5229,11/23/2022,25429275,47,1,64.64,64.64,Completed,4.39,5,5,64.64,Credit Card,64.64,323.2
5229,11/23/2022,25429275,47,1,64.64,64.64,Completed,4.39,5,5,64.64,Credit Card,64.64,323.2
3977,4/4/2022,68771812,24,1,99.58,99.58,Completed,3.57,5,4,99.58,Credit Card,99.58,448.11
3508,4/5/2022,43640862,82,3,5.82,17.46,In Process,1.22,0,0,0,Bank Transfer,5.82,0
1511,4/5/2022,44946609,44,2,52.78,105.56,Completed,9.35,4,2,105.56,Credit Card,52.78,316.68
1511,4/5/2022,44946609,44,2,52.78,105.56,Completed,9.35,4,2,105.56,Credit Card,52.78,316.68
1511,10/16/2022,29105017,5,1,11.97,11.97,Completed,6.01,5,4,11.97,Bank Transfer,11.97,53.865
1511,10/16/2022,29105017,5,1,11.97,11.97,Completed,6.01,5,4,11.97,Bank Transfer,11.97,53.865
7463,4/6/2022,81463050,95,3,50.48,151.44,In Process,0.67,0,0,0,Crypto,50.48,0
9178,4/7/2022,90689449,83,2,1.22,2.44,Completed,8.64,3,4,2.44,Bank Transfer,1.22,8.54
1599,4/8/2022,47847874,5,3,11.97,35.91,Returned,3.44,0,0,0,Bank Transfer,11.97,0
8339,4/9/2022,48010918,59,3,79.57,238.71,Completed,2.15,3,3,238.71,Bank Transfer,79.57,716.13
5777,4/9/2022,14822145,88,3,40.95,122.85,Cancelled,6.84,0,0,0,Crypto,40.95,0
2350,4/9/2022,15079254,37,3,11.5,34.5,Completed,5.78,5,5,34.5,Bank Transfer,11.5,172.5
6689,4/9/2022,38864512,8,3,67.18,201.54,Completed,1.53,2,4,201.54,Credit Card,67.18,604.62
3689,4/10/2022,94903805,6,1,8.07,8.07,Returned,3.62,0,0,0,Crypto,8.07,0
4822,4/10/2022,12450275,84,3,32.88,98.64,Completed,0.04,4,4,98.64,Crypto,32.88,394.56
7533,4/11/2022,84891357,31,3,43.5,130.5,Completed,8.85,3,2,130.5,Crypto,43.5,326.25
7255,4/11/2022,99241275,70,3,63.88,191.64,Completed,6.28,4,3,191.64,Bank Transfer,63.88,670.74
5486,4/12/2022,25445121,87,3,50.56,151.68,In Process,0.46,0,0,0,Bank Transfer,50.56,0
8819,4/13/2022,12974026,33,2,28.56,57.12,Returned,1.81,0,0,0,Crypto,28.56,0
8119,4/14/2022,70518344,54,3,90.78,272.34,Completed,8.03,4,5,272.34,Bank Transfer,90.78,1225.53
8119,4/14/2022,70518344,54,3,90.78,272.34,Completed,8.03,4,5,272.34,Bank Transfer,90.78,1225.53
8119,7/2/2023,19114803,17,3,18.86,56.58,In Process,8.29,0,0,0,PayPal,18.86,0
8119,7/2/2023,19114803,17,3,18.86,56.58,In Process,8.29,0,0,0,PayPal,18.86,0
4448,4/15/2022,71993273,25,3,11.29,33.87,Completed,0.39,4,5,33.87,Crypto,11.29,152.415
2700,4/16/2022,26965127,15,2,6.32,12.64,Completed,9.29,3,5,12.64,PayPal,6.32,50.56
6787,4/17/2022,59263428,25,3,11.29,33.87,Completed,2.57,5,3,33.87,Bank Transfer,11.29,135.48
6787,4/17/2022,59263428,25,3,11.29,33.87,Completed,2.57,5,3,33.87,Bank Transfer,11.29,135.48
6787,12/6/2022,14071345,59,2,79.57,159.14,Completed,0.82,5,4,159.14,PayPal,79.57,716.13
6787,12/6/2022,14071345,59,2,79.57,159.14,Completed,0.82,5,4,159.14,PayPal,79.57,716.13
4247,4/17/2022,21320473,19,2,13.2,26.4,Completed,9.89,5,4,26.4,Credit Card,13.2,118.8
5942,4/17/2022,70128550,43,1,30.66,30.66,Completed,1.26,5,5,30.66,PayPal,30.66,153.3
6251,4/18/2022,75803623,69,1,96.47,96.47,Completed,0.34,5,5,96.47,Crypto,96.47,482.35
9861,4/20/2022,36674262,31,2,43.5,87,Completed,5.02,3,4,87,Credit Card,43.5,304.5
8632,4/20/2022,92881629,80,3,77.64,232.92,Completed,3.54,4,4,232.92,PayPal,77.64,931.68
8632,4/20/2022,92881629,80,3,77.64,232.92,Completed,3.54,4,4,232.92,PayPal,77.64,931.68
8632,4/29/2022,24329916,97,2,56.74,113.48,Completed,1.28,3,3,113.48,PayPal,56.74,340.44
8632,4/29/2022,24329916,97,2,56.74,113.48,Completed,1.28,3,3,113.48,PayPal,56.74,340.44
4062,4/21/2022,21057549,50,1,50.71,50.71,Completed,7.01,4,4,50.71,Bank Transfer,50.71,202.84
1192,4/22/2022,94686758,63,3,57.12,171.36,In Process,8.5,0,0,0,Bank Transfer,57.12,0
2513,4/23/2022,57280492,72,3,3.55,10.65,Completed,1.28,5,4,10.65,Bank Transfer,3.55,47.925
2799,4/24/2022,31834918,17,1,18.86,18.86,Completed,4.31,5,5,18.86,Credit Card,18.86,94.3
3101,4/24/2022,38489545,75,2,32.34,64.68,Completed,9.63,5,5,64.68,Credit Card,32.34,323.4
6624,4/24/2022,54694306,34,1,48.24,48.24,Completed,7.17,3,3,48.24,PayPal,48.24,144.72
6225,4/25/2022,88750655,10,1,19.34,19.34,In Process,3.25,0,0,0,PayPal,19.34,0
8065,4/25/2022,58366218,97,2,56.74,113.48,Completed,4.9,3,5,113.48,Bank Transfer,56.74,453.92
7397,4/26/2022,18493590,63,1,57.12,57.12,Completed,2.24,3,4,57.12,Crypto,57.12,199.92
7353,4/26/2022,54193616,43,3,30.66,91.98,Cancelled,2.67,0,0,0,PayPal,30.66,0
5201,4/27/2022,77534270,28,3,5.32,15.96,Completed,6.33,4,5,15.96,Credit Card,5.32,71.82
3985,4/28/2022,49574585,69,3,96.47,289.41,In Process,8.61,0,0,0,Crypto,96.47,0
2713,4/29/2022,42535425,75,2,32.34,64.68,Completed,8.79,5,5,64.68,PayPal,32.34,323.4
6490,4/30/2022,14456426,18,1,1.97,1.97,Completed,5.02,5,4,1.97,Bank Transfer,1.97,8.865
5865,5/1/2022,62577898,69,1,96.47,96.47,Completed,7.38,4,5,96.47,Crypto,96.47,434.115
1284,5/1/2022,30272580,54,3,90.78,272.34,Completed,1.37,4,4,272.34,Crypto,90.78,1089.36
1284,5/1/2022,30272580,54,3,90.78,272.34,Completed,1.37,4,4,272.34,Crypto,90.78,1089.36
1284,1/4/2023,45524273,26,2,34.43,68.86,Cancelled,9.76,0,0,0,PayPal,34.43,0
1284,1/4/2023,45524273,26,2,34.43,68.86,Cancelled,9.76,0,0,0,PayPal,34.43,0
6851,5/1/2022,38263014,29,2,1.91,3.82,Completed,7.21,2,5,3.82,Credit Card,1.91,13.37
4141,5/2/2022,35398773,74,1,33.51,33.51,In Process,9.79,0,0,0,Crypto,33.51,0
9797,5/6/2022,42020805,84,1,32.88,32.88,Completed,8.57,5,4,32.88,PayPal,32.88,147.96
5795,5/6/2022,84207540,2,1,33.11,33.11,Completed,8.12,5,5,33.11,Bank Transfer,33.11,165.55
9144,5/7/2022,28922775,61,2,70.34,140.68,In Process,6.34,0,0,0,Crypto,70.34,0
9144,5/7/2022,28922775,61,2,70.34,140.68,In Process,6.34,0,0,0,Crypto,70.34,0
9144,6/11/2023,82822011,44,1,52.78,52.78,In Process,6,0,0,0,Bank Transfer,52.78,0
9144,6/11/2023,82822011,44,1,52.78,52.78,In Process,6,0,0,0,Bank Transfer,52.78,0
5419,5/8/2022,11166574,84,1,32.88,32.88,Completed,9.37,2,4,32.88,Bank Transfer,32.88,98.64
6197,5/8/2022,73158934,67,1,17.22,17.22,Completed,8.02,5,5,17.22,Credit Card,17.22,86.1
2326,5/9/2022,51756824,55,2,73.53,147.06,Completed,5.42,4,4,147.06,Credit Card,73.53,588.24
3201,5/10/2022,95969743,93,1,67.46,67.46,Completed,2.8,5,5,67.46,Bank Transfer,67.46,337.3
9070,5/10/2022,38398464,75,2,32.34,64.68,Completed,6.75,5,4,64.68,PayPal,32.34,291.06
6380,5/11/2022,70992483,52,2,20.15,40.3,Completed,5.16,5,4,40.3,Crypto,20.15,181.35
6641,5/11/2022,20620483,57,2,13.08,26.16,Cancelled,3.94,0,0,0,Crypto,13.08,0
6641,5/11/2022,20620483,57,2,13.08,26.16,Cancelled,3.94,0,0,0,Crypto,13.08,0
6641,2/17/2023,71666454,71,1,57.53,57.53,Completed,9.07,5,3,57.53,Bank Transfer,57.53,230.12
6641,2/17/2023,71666454,71,1,57.53,57.53,Completed,9.07,5,3,57.53,Bank Transfer,57.53,230.12
7822,5/12/2022,21710078,24,2,99.58,199.16,Completed,7.76,5,5,199.16,Crypto,99.58,995.8
2674,5/12/2022,56706214,60,1,91.28,91.28,In Process,0.82,0,0,0,Crypto,91.28,0
1989,5/13/2022,78228895,100,1,98.59,98.59,Completed,8.71,4,5,98.59,Credit Card,98.59,443.655
9854,5/14/2022,35698180,12,3,86.11,258.33,Completed,0.18,5,5,258.33,Bank Transfer,86.11,1291.65
9666,5/14/2022,74529265,44,3,52.78,158.34,Completed,8.96,4,3,158.34,Bank Transfer,52.78,554.19
3363,5/15/2022,48553568,80,1,77.64,77.64,Returned,9.55,0,0,0,Bank Transfer,77.64,0
8467,5/15/2022,18675213,32,3,91.37,274.11,Completed,1.85,5,5,274.11,PayPal,91.37,1370.55
8467,5/15/2022,18675213,32,3,91.37,274.11,Completed,1.85,5,5,274.11,PayPal,91.37,1370.55
8467,5/19/2023,83504068,90,1,21.51,21.51,Completed,1.91,5,5,21.51,Bank Transfer,21.51,107.55
8467,5/19/2023,83504068,90,1,21.51,21.51,Completed,1.91,5,5,21.51,Bank Transfer,21.51,107.55
2158,5/15/2022,33610265,31,3,43.5,130.5,In Process,3.59,0,0,0,Credit Card,43.5,0
7278,5/16/2022,24335450,8,1,67.18,67.18,In Process,8.18,0,0,0,Credit Card,67.18,0
9113,5/16/2022,75234569,36,2,48.16,96.32,Completed,2.79,5,4,96.32,Bank Transfer,48.16,433.44
8882,5/16/2022,85601192,43,1,30.66,30.66,Cancelled,7.3,0,0,0,Bank Transfer,30.66,0
6966,5/17/2022,74355488,85,2,68.31,136.62,Completed,0.64,4,3,136.62,Credit Card,68.31,478.17
5384,5/17/2022,61254013,19,3,13.2,39.6,Completed,7.58,4,4,39.6,Crypto,13.2,158.4
5341,5/18/2022,50324094,70,3,63.88,191.64,Completed,2.42,5,4,191.64,Credit Card,63.88,862.38
9303,5/19/2022,61853674,29,1,1.91,1.91,Completed,3.71,5,3,1.91,Bank Transfer,1.91,7.64
5584,5/20/2022,54334863,95,3,50.48,151.44,In Process,2.08,0,0,0,Crypto,50.48,0
2729,5/21/2022,55037731,7,1,59.68,59.68,Completed,3.26,4,5,59.68,Credit Card,59.68,268.56
5196,5/22/2022,33356688,55,2,73.53,147.06,Completed,0.27,5,3,147.06,Credit Card,73.53,588.24
7258,5/23/2022,85981534,16,3,39.33,117.99,Completed,0.36,3,5,117.99,Bank Transfer,39.33,471.96
3376,5/23/2022,44410458,69,2,96.47,192.94,Completed,7.38,5,5,192.94,Bank Transfer,96.47,964.7
7710,5/24/2022,62304481,46,1,9.88,9.88,Completed,5.92,5,4,9.88,PayPal,9.88,44.46
8869,5/24/2022,27912973,96,1,36.96,36.96,In Process,1.17,0,0,0,PayPal,36.96,0
1407,5/25/2022,69324951,96,1,36.96,36.96,Completed,9.33,3,5,36.96,PayPal,36.96,147.84
7730,5/25/2022,62724062,86,2,93.47,186.94,Completed,0.32,3,5,186.94,Credit Card,93.47,747.76
7108,5/27/2022,53165358,54,1,90.78,90.78,Cancelled,5.96,0,0,0,Crypto,90.78,0
4782,5/27/2022,74275407,94,3,17.63,52.89,Cancelled,2.47,0,0,0,Bank Transfer,17.63,0
8223,5/28/2022,78694929,48,1,31.26,31.26,Completed,4.26,4,5,31.26,Bank Transfer,31.26,140.67
7190,5/29/2022,44879897,9,1,73.83,73.83,Completed,4.35,5,4,73.83,Crypto,73.83,332.235
6749,5/29/2022,84838411,96,1,36.96,36.96,In Process,5.36,0,0,0,Bank Transfer,36.96,0
4334,5/29/2022,77806943,26,3,34.43,103.29,Completed,3.01,5,5,103.29,Credit Card,34.43,516.45
3826,5/29/2022,14569039,15,2,6.32,12.64,Returned,2,0,0,0,Bank Transfer,6.32,0
3514,5/30/2022,77062252,90,1,21.51,21.51,Completed,8.4,3,5,21.51,Credit Card,21.51,86.04
1340,6/1/2022,27105716,73,3,30.57,91.71,Completed,1.61,5,4,91.71,Bank Transfer,30.57,412.695
3045,6/1/2022,12930252,75,1,32.34,32.34,Completed,7.05,5,4,32.34,Bank Transfer,32.34,145.53
