customerid,gender,country,trafficsource,devicecategory,device,os,age
7323.0,Male,Russia,Organic Search,Computer,Desktop,Windows,19.0
7364.0,Male,Japan,Organic Search,Computer,Desktop,Mac,33.0
7677.0,Male,United States,,Computer,Laptop,Windows,48.0
6136.0,Male,Russia,Organic Search,Mobile,Tablet,Windows,27.0
2229.0,Male,South Korea,Organic Search,Mobile,Tablet,Windows,21.0
4526.0,Male,Netherlands,Organic Search,Mobile,Smart Phone,Android,23.0
2524.0,Male,Switzerland,Organic Search,Computer,Laptop,Windows,19.0
3196.0,Female,Brazil,Organic Search,Computer,Desktop,Windows,22.0
8133.0,Male,Egypt,Organic Search,Mobile,Smart Phone,Windows,26.0
1111.0,Male,South Korea,Paid Advertisment,Computer,Desktop,Windows,18.0
6607.0,Male,Canada,Paid Advertisment,Mobile,Smart Phone,Android,30.0
9604.0,Female,Russia,Organic Search,Computer,Laptop,Windows,39.0
3717.0,Male,United Kingdom,,Computer,Laptop,Linux,20.0
7514.0,Male,South Korea,Social Media,Mobile,Smart Phone,Windows,45.0
5993.0,Male,United States,Social Media,Computer,Desktop,Mac,35.0
6760.0,Male,Japan,Organic Search,Computer,Desktop,Windows,40.0
4828.0,Male,Canada,Organic Search,Computer,Desktop,Windows,23.0
6998.0,Male,India,Paid Advertisment,Computer,Laptop,Windows,38.0
3415.0,Male,Germany,Organic Search,Mobile,Smart Phone,Windows,19.0
5595.0,Female,Mexico,Social Media,Mobile,Smart Phone,Android,38.0
3446.0,Female,South Korea,Social Media,Computer,Laptop,Windows,31.0
4386.0,Female,Indonesia,Organic Search,Mobile,Smart Phone,Android,35.0
2528.0,Male,Netherlands,Organic Search,Computer,Desktop,Linux,18.0
7029.0,Female,Turkey,Organic Search,Mobile,Tablet,Windows,21.0
8391.0,Male,Brazil,Organic Search,Computer,Laptop,Windows,35.0
6006.0,Female,Turkey,Organic Search,Computer,Laptop,Windows,20.0
4230.0,Male,Russia,Organic Search,Computer,Desktop,Windows,34.0
2242.0,Female,Taiwan,Organic Search,Computer,Laptop,Windows,18.0
4681.0,Female,Australia,Social Media,Computer,Desktop,Windows,38.0
1390.0,Female,Australia,Organic Search,Computer,Laptop,Windows,18.0
1357.0,Male,Japan,,Computer,Laptop,Windows,35.0
7187.0,Male,China,Organic Search,Mobile,Tablet,Windows,36.0
9803.0,Male,Netherlands,Organic Search,Computer,Desktop,Windows,23.0
8679.0,Male,South Korea,Organic Search,Computer,Laptop,Windows,35.0
1579.0,Male,Indonesia,Organic Search,Computer,Laptop,Windows,32.0
4589.0,Female,United Kingdom,Organic Search,Mobile,Tablet,Windows,24.0
1544.0,Male,United States,Social Media,Computer,Desktop,Windows,19.0
9345.0,Male,Switzerland,Organic Search,Computer,Desktop,Mac,18.0
1900.0,Male,Vietnam,Social Media,Computer,Desktop,Windows,33.0
9894.0,Male,Canada,Paid Advertisment,Computer,Desktop,Windows,18.0
4869.0,Male,Argentina,Paid Advertisment,Mobile,Smart Phone,Android,30.0
8567.0,Female,South Korea,Organic Search,Computer,Desktop,Windows,27.0
4067.0,Male,Germany,Social Media,Computer,Desktop,Windows,36.0
2335.0,Male,China,Organic Search,Computer,Desktop,Windows,26.0
7035.0,Male,India,Organic Search,Computer,Laptop,Windows,26.0
7829.0,Female,United Kingdom,Organic Search,Computer,Laptop,Windows,37.0
9002.0,Male,Vietnam,Paid Advertisment,Computer,Desktop,Windows,33.0
3154.0,Male,Italy,Paid Advertisment,Computer,Laptop,Linux,33.0
9486.0,Female,Belgium,Social Media,Mobile,Smart Phone,Android,34.0
4017.0,Male,United States,Organic Search,Computer,Laptop,Linux,18.0
3381.0,Female,Canada,Organic Search,Mobile,Smart Phone,Android,37.0
8464.0,Male,China,Social Media,Computer,Desktop,Windows,36.0
1877.0,Male,,Organic Search,Mobile,Tablet,Windows,19.0
6449.0,Female,India,Organic Search,Computer,Laptop,Windows,27.0
8900.0,Male,Japan,Organic Search,Mobile,Tablet,Android,29.0
7017.0,Male,Taiwan,Social Media,Computer,Desktop,Windows,28.0
4238.0,Male,Russia,Social Media,Computer,,Linux,33.0
6520.0,Male,China,Organic Search,Mobile,Smart Phone,iOS,44.0
9969.0,Female,South Korea,Social Media,Computer,Laptop,Windows,40.0
1902.0,Male,United Kingdom,Social Media,Computer,Desktop,Mac,18.0
8876.0,Male,Indonesia,Social Media,Computer,Laptop,Linux,36.0
,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,43.0
1345.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,33.0
2909.0,Female,France,Organic Search,Mobile,Tablet,Windows,40.0
4035.0,Female,Mexico,Organic Search,Computer,Laptop,Windows,50.0
3801.0,Male,Australia,Organic Search,Mobile,Smart Phone,iOS,40.0
6170.0,Female,United Kingdom,Organic Search,Mobile,Smart Phone,Android,32.0
1511.0,Male,,Paid Advertisment,Mobile,Smart Phone,iOS,40.0
3958.0,Male,Taiwan,Organic Search,Computer,Laptop,Windows,31.0
6100.0,Male,United Kingdom,Social Media,Computer,Laptop,Windows,30.0
9533.0,Male,Japan,Paid Advertisment,Computer,Desktop,Mac,26.0
2684.0,Male,Germany,Social Media,Computer,Desktop,Mac,45.0
4484.0,Male,Switzerland,Organic Search,Computer,Laptop,Windows,21.0
9847.0,Male,Spain,Organic Search,Mobile,Smart Phone,Android,45.0
6617.0,Male,Germany,Organic Search,Computer,Desktop,Windows,34.0
5939.0,Male,Spain,Organic Search,Mobile,Tablet,Android,18.0
4088.0,Male,Japan,Organic Search,Computer,Desktop,Linux,33.0
3259.0,Male,United States,Social Media,Computer,Desktop,Windows,18.0
6247.0,Male,Vietnam,Social Media,Mobile,Smart Phone,Android,36.0
4756.0,,Thailand,Organic Search,Computer,Laptop,Windows,38.0
9722.0,Female,United Kingdom,Organic Search,Mobile,Smart Phone,Android,24.0
6482.0,Female,Canada,Organic Search,Computer,Desktop,Windows,31.0
2539.0,Male,France,Organic Search,Mobile,Smart Phone,Windows,49.0
7141.0,Male,Russia,Organic Search,Mobile,Tablet,iOS,24.0
7106.0,Male,France,Organic Search,Mobile,Tablet,Windows,19.0
8402.0,Male,Indonesia,Organic Search,Computer,Laptop,Windows,44.0
5024.0,Female,Russia,Paid Advertisment,Computer,Desktop,Windows,49.0
8353.0,Male,Poland,Social Media,Computer,Desktop,Windows,30.0
9865.0,Male,India,Organic Search,Computer,Desktop,Windows,40.0
3719.0,Male,Russia,Social Media,Computer,Desktop,Windows,43.0
6123.0,Male,South Korea,Organic Search,Computer,Laptop,Windows,22.0
7342.0,Male,Poland,Social Media,Mobile,Smart Phone,Android,25.0
2901.0,Female,Argentina,Organic Search,Computer,Laptop,Windows,42.0
3882.0,,Philippines,Organic Search,Computer,Desktop,Windows,46.0
4773.0,Female,Germany,Organic Search,Computer,Laptop,Windows,35.0
9400.0,Female,Poland,Social Media,Mobile,Tablet,Android,21.0
9260.0,Female,France,Social Media,Computer,Desktop,Windows,49.0
2891.0,Male,Nigeria,Organic Search,Computer,Laptop,Windows,24.0
9680.0,Male,Saudi Arabia,Social Media,Computer,Desktop,Windows,26.0
9855.0,Male,Poland,Organic Search,Computer,Laptop,Windows,33.0
3563.0,Female,Russia,Organic Search,Mobile,Tablet,Windows,45.0
6970.0,Male,United States,Organic Search,Computer,Laptop,Windows,38.0
4379.0,Female,Saudi Arabia,Social Media,Mobile,Tablet,Windows,34.0
7145.0,Female,Italy,Paid Advertisment,Computer,Laptop,Mac,34.0
1381.0,Female,Germany,Organic Search,Computer,Laptop,Linux,30.0
8545.0,Male,United Kingdom,Organic Search,Computer,Desktop,Mac,35.0
9652.0,Male,Iran,Organic Search,Computer,Desktop,Windows,18.0
4191.0,Female,Taiwan,Paid Advertisment,Computer,Laptop,Windows,27.0
2469.0,Male,Russia,Organic Search,Mobile,Smart Phone,Android,32.0
2745.0,Male,Brazil,Social Media,Computer,Laptop,Linux,18.0
,Male,Turkey,Organic Search,Computer,Laptop,Linux,33.0
4412.0,Female,China,Organic Search,Mobile,Tablet,iOS,27.0
7110.0,Male,Italy,Organic Search,Mobile,Smart Phone,Android,47.0
1218.0,Male,Spain,Paid Advertisment,Mobile,Tablet,Windows,45.0
6218.0,Male,United Kingdom,Social Media,Computer,Desktop,,25.0
3933.0,Male,United States,Organic Search,Mobile,Smart Phone,Windows,28.0
9385.0,Male,Japan,Social Media,Mobile,Smart Phone,Android,29.0
9765.0,Male,Belgium,Organic Search,Computer,Laptop,Linux,25.0
3001.0,Female,Iran,Social Media,Computer,Laptop,Windows,31.0
6843.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,22.0
3595.0,Male,Brazil,Organic Search,Mobile,Smart Phone,Android,18.0
2523.0,Male,United States,Organic Search,Mobile,Tablet,Windows,36.0
4888.0,Male,Iran,Organic Search,Mobile,Smart Phone,Android,36.0
9206.0,Male,Italy,Social Media,Computer,Desktop,,21.0
4887.0,Male,Egypt,Social Media,Mobile,Tablet,Android,38.0
2165.0,,Spain,Organic Search,Mobile,Tablet,Windows,23.0
1899.0,Male,Brazil,Social Media,Computer,Laptop,Windows,32.0
7239.0,Male,Germany,Organic Search,Computer,Desktop,Linux,38.0
9935.0,Male,United States,Organic Search,Computer,Laptop,Windows,29.0
8575.0,Female,Netherlands,Organic Search,Mobile,Tablet,Windows,34.0
7295.0,Male,United States,Social Media,Computer,Laptop,Windows,24.0
5257.0,Female,Japan,Social Media,Computer,Laptop,Windows,28.0
2856.0,Male,South Korea,Social Media,Computer,Laptop,Windows,27.0
4264.0,Male,Australia,Social Media,Computer,Laptop,Windows,22.0
9851.0,Male,Turkey,Organic Search,Computer,Laptop,Windows,28.0
1724.0,Female,Canada,Social Media,Computer,Desktop,Windows,18.0
8722.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,25.0
9689.0,Male,Australia,Social Media,Computer,Desktop,Windows,27.0
3294.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,27.0
4228.0,Male,France,Paid Advertisment,Computer,Desktop,Windows,27.0
7845.0,Male,United Kingdom,Organic Search,Computer,Laptop,Linux,29.0
5229.0,Male,South Korea,Organic Search,Computer,Desktop,Linux,34.0
7012.0,Male,India,,Computer,Laptop,Windows,38.0
,Male,Turkey,Social Media,Computer,Desktop,Windows,23.0
1218.0,Male,Canada,Organic Search,Computer,Laptop,Windows,18.0
5126.0,Female,China,Paid Advertisment,Computer,Desktop,Windows,19.0
6663.0,Male,Japan,Social Media,Computer,Desktop,Windows,25.0
2015.0,Male,Nigeria,Organic Search,Computer,Laptop,Windows,26.0
2522.0,Male,Germany,Organic Search,Mobile,Smart Phone,Android,22.0
4592.0,Male,Japan,Organic Search,Mobile,Smart Phone,Android,18.0
8128.0,Female,Taiwan,Organic Search,Mobile,Smart Phone,Android,25.0
6030.0,Female,Indonesia,Organic Search,Computer,Laptop,Windows,31.0
5123.0,Male,Belgium,Organic Search,Computer,Desktop,Windows,35.0
5771.0,,Turkey,Social Media,Computer,Desktop,Windows,24.0
6090.0,Male,Mexico,Paid Advertisment,Computer,,Windows,25.0
5456.0,Female,United Kingdom,Organic Search,Computer,Desktop,Windows,20.0
3697.0,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,29.0
7964.0,Male,United States,Organic Search,Computer,Desktop,Windows,21.0
5784.0,Female,Switzerland,Organic Search,Mobile,Smart Phone,Android,35.0
5803.0,Male,Australia,Social Media,Computer,Laptop,Linux,18.0
2525.0,Female,South Korea,Social Media,Computer,Desktop,Mac,26.0
5563.0,Male,France,Social Media,Computer,Desktop,Windows,33.0
2097.0,Male,India,Social Media,Computer,Laptop,Windows,31.0
8569.0,Male,Italy,Social Media,Computer,Laptop,Windows,56.0
3490.0,Male,Taiwan,Organic Search,Mobile,Tablet,Windows,33.0
2742.0,Male,Japan,Organic Search,Computer,Laptop,Windows,19.0
7972.0,Female,Turkey,Paid Advertisment,Computer,Desktop,Windows,29.0
6509.0,Male,Iran,Organic Search,Computer,Desktop,Windows,18.0
8777.0,Female,Spain,Paid Advertisment,Mobile,Smart Phone,Android,29.0
8824.0,Female,United States,Organic Search,Computer,Laptop,Windows,21.0
6787.0,,Indonesia,Paid Advertisment,Computer,Laptop,Windows,39.0
9997.0,Male,United States,Paid Advertisment,Mobile,Smart Phone,Android,24.0
1880.0,Male,India,Social Media,Computer,Desktop,Windows,28.0
7182.0,Male,China,Organic Search,Computer,Laptop,Linux,23.0
8444.0,,United States,Social Media,Computer,Laptop,Windows,47.0
9386.0,Male,Philippines,Social Media,Mobile,Tablet,Windows,26.0
4197.0,Male,Mexico,Social Media,Computer,Desktop,Windows,48.0
9028.0,Male,Japan,Organic Search,,Laptop,Windows,38.0
7740.0,Male,Netherlands,Paid Advertisment,Mobile,Smart Phone,iOS,34.0
9033.0,Male,Poland,Organic Search,Mobile,Tablet,Android,33.0
3907.0,Male,Australia,Organic Search,Computer,Desktop,,33.0
4799.0,Female,Russia,Paid Advertisment,Computer,Laptop,Windows,18.0
3951.0,Female,Brazil,Organic Search,Mobile,Tablet,Windows,27.0
3526.0,Male,Australia,Social Media,Mobile,Smart Phone,Android,38.0
1821.0,Male,Mexico,Social Media,Computer,Laptop,Windows,29.0
4205.0,Female,United States,Social Media,Computer,Laptop,Windows,18.0
2970.0,Female,Russia,Organic Search,Computer,Laptop,Windows,
4599.0,Male,Belgium,Social Media,Computer,Desktop,Windows,47.0
3628.0,Male,Thailand,Social Media,Computer,Desktop,Linux,42.0
1332.0,Female,United Kingdom,Paid Advertisment,Computer,Desktop,Windows,29.0
2236.0,Female,Canada,Organic Search,,Tablet,Windows,39.0
1163.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,26.0
,Female,India,Organic Search,Computer,Desktop,Mac,18.0
8188.0,Female,Spain,Social Media,Mobile,Smart Phone,Android,20.0
9499.0,Male,India,Organic Search,Mobile,Smart Phone,Android,45.0
8317.0,Female,Japan,Organic Search,Mobile,Smart Phone,Windows,27.0
1143.0,Female,Philippines,Social Media,Mobile,Tablet,Windows,27.0
2708.0,Female,Turkey,Organic Search,Computer,Laptop,Windows,27.0
2927.0,Male,Australia,Organic Search,Computer,Desktop,Linux,49.0
4161.0,Female,India,Organic Search,Mobile,Smart Phone,Android,46.0
7468.0,Female,United States,Organic Search,Mobile,Smart Phone,Android,52.0
6931.0,Male,Indonesia,Organic Search,Mobile,Tablet,Android,28.0
1356.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,32.0
4688.0,Male,Japan,Social Media,Computer,Laptop,Windows,18.0
5659.0,Female,Taiwan,Social Media,Computer,Desktop,Windows,44.0
6205.0,Male,Germany,Social Media,Computer,Laptop,Windows,18.0
4446.0,Male,United States,Organic Search,Computer,Desktop,Windows,32.0
3940.0,Female,Argentina,Organic Search,Mobile,Smart Phone,Windows,19.0
4726.0,Female,United Kingdom,Social Media,Computer,Laptop,Windows,24.0
3830.0,Male,Germany,Paid Advertisment,Mobile,Smart Phone,Android,21.0
9290.0,Male,United States,Social Media,Computer,Laptop,Windows,23.0
7422.0,Male,Mexico,Paid Advertisment,Computer,Laptop,Linux,24.0
9145.0,Male,Turkey,Social Media,Computer,Desktop,Windows,24.0
4535.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,38.0
8086.0,Female,Italy,Paid Advertisment,Mobile,Tablet,iOS,18.0
8230.0,Male,India,Organic Search,Mobile,Tablet,Windows,32.0
6102.0,Male,United States,Organic Search,Mobile,Smart Phone,Android,42.0
6085.0,Male,Brazil,Paid Advertisment,Computer,Desktop,Windows,24.0
1522.0,Male,Canada,Social Media,Computer,Laptop,Windows,22.0
2271.0,Female,China,Organic Search,Mobile,Tablet,Android,27.0
8798.0,Female,Russia,Social Media,Computer,Desktop,Mac,41.0
4326.0,Male,South Korea,Organic Search,,Tablet,Windows,31.0
7408.0,Male,Netherlands,Organic Search,Computer,Desktop,Windows,24.0
6790.0,Female,China,Organic Search,Computer,Desktop,Windows,34.0
1495.0,Male,South Korea,,Computer,,Windows,18.0
6135.0,Male,Spain,Social Media,Computer,Laptop,Windows,36.0
9695.0,Female,Italy,Organic Search,Mobile,Tablet,Windows,34.0
1284.0,Female,United Kingdom,Paid Advertisment,Mobile,Tablet,iOS,26.0
8086.0,Female,Germany,Social Media,Mobile,Smart Phone,Android,21.0
3221.0,Male,Canada,Social Media,Computer,Laptop,Linux,21.0
6390.0,Male,Egypt,Paid Advertisment,Computer,Laptop,Windows,35.0
8227.0,Male,France,Paid Advertisment,Computer,Desktop,Windows,42.0
7427.0,Male,Spain,Organic Search,Mobile,Tablet,Windows,23.0
3488.0,Male,Brazil,Paid Advertisment,Computer,Laptop,Windows,34.0
4114.0,Male,China,Organic Search,Computer,Laptop,Linux,18.0
4433.0,Male,Indonesia,Paid Advertisment,Computer,Desktop,Windows,24.0
2763.0,Male,Taiwan,Organic Search,Computer,Desktop,Windows,29.0
4593.0,Female,Germany,Social Media,Computer,Desktop,Windows,20.0
7043.0,Female,Japan,Social Media,Computer,Desktop,Windows,20.0
5092.0,Male,,Social Media,Computer,Laptop,Windows,23.0
7175.0,Male,South Korea,Paid Advertisment,Mobile,Tablet,Android,32.0
8410.0,Male,,Organic Search,Computer,Laptop,Linux,28.0
1184.0,Male,Saudi Arabia,Social Media,Computer,Desktop,Mac,18.0
1645.0,Female,Australia,Organic Search,Computer,Desktop,Linux,18.0
7251.0,Female,Germany,Social Media,Computer,Desktop,Windows,23.0
7661.0,,Poland,Organic Search,Computer,Desktop,Windows,34.0
9700.0,Male,China,Organic Search,Computer,Desktop,Windows,18.0
8025.0,Female,Canada,Organic Search,Mobile,Tablet,Android,25.0
4528.0,Male,Germany,Organic Search,,Laptop,Windows,24.0
7821.0,Male,Indonesia,Organic Search,Computer,Laptop,Windows,43.0
7433.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Windows,26.0
8266.0,Female,Japan,Social Media,Mobile,Tablet,Android,33.0
7707.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,31.0
3044.0,Male,Poland,Social Media,Computer,Laptop,Linux,18.0
7768.0,Male,Netherlands,Social Media,Computer,Laptop,Windows,37.0
9139.0,Male,United States,Organic Search,Computer,,Linux,32.0
5678.0,Male,South Korea,Organic Search,Computer,Laptop,Windows,35.0
7445.0,Male,Spain,Organic Search,Mobile,Tablet,Windows,65.0
4010.0,Female,France,Organic Search,Mobile,Tablet,Android,18.0
4796.0,Male,Egypt,Organic Search,Computer,Laptop,Windows,47.0
5818.0,Female,Germany,Organic Search,Computer,Desktop,Windows,27.0
2455.0,Male,Russia,Organic Search,Computer,Desktop,Windows,32.0
4900.0,Male,France,Organic Search,Mobile,Smart Phone,Android,29.0
6554.0,Male,Germany,Paid Advertisment,Computer,Desktop,Windows,25.0
2190.0,Female,United States,Social Media,Mobile,Smart Phone,Android,24.0
8426.0,Male,India,Social Media,Computer,Laptop,Windows,33.0
1381.0,Female,Spain,Organic Search,Mobile,Tablet,Windows,18.0
6266.0,Male,Russia,Organic Search,Computer,Desktop,Windows,37.0
6636.0,Male,Japan,Organic Search,Mobile,Smart Phone,Android,25.0
9946.0,Male,United Kingdom,Paid Advertisment,Computer,Desktop,Windows,18.0
3821.0,Male,Germany,Social Media,Computer,Laptop,Windows,25.0
4756.0,Male,United States,Organic Search,,Laptop,Windows,42.0
6459.0,Female,Philippines,Social Media,Computer,Laptop,Windows,24.0
1914.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,33.0
5476.0,Female,China,Organic Search,Computer,Desktop,Linux,22.0
5032.0,Male,Egypt,Organic Search,Mobile,Tablet,Windows,37.0
4950.0,Male,Spain,Social Media,Computer,Laptop,Windows,36.0
9167.0,Male,Switzerland,Social Media,Computer,Desktop,Mac,48.0
9640.0,Female,India,Organic Search,Computer,Laptop,Windows,28.0
3431.0,Male,Brazil,Social Media,Computer,Laptop,Windows,36.0
2618.0,Male,United States,Organic Search,Computer,Laptop,Windows,30.0
3416.0,Male,China,Social Media,Computer,Laptop,Windows,42.0
5165.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,22.0
8594.0,Male,France,Organic Search,Computer,Desktop,Windows,37.0
1791.0,Female,Germany,Organic Search,Mobile,Smart Phone,Windows,28.0
1766.0,Male,Canada,Organic Search,Mobile,Tablet,Android,29.0
1733.0,Male,Netherlands,Social Media,Computer,Desktop,Windows,30.0
1388.0,Female,Brazil,Organic Search,Mobile,Smart Phone,Windows,32.0
9781.0,Male,Canada,Social Media,Computer,Desktop,Mac,28.0
6047.0,Female,Vietnam,Organic Search,Computer,Desktop,Windows,32.0
5487.0,Male,Australia,Organic Search,Mobile,Smart Phone,Android,45.0
1168.0,Male,South Korea,Paid Advertisment,Computer,Laptop,Windows,39.0
2960.0,Male,Brazil,Paid Advertisment,Mobile,Smart Phone,Android,38.0
3250.0,Male,Australia,Organic Search,Mobile,Smart Phone,Android,25.0
,Male,Australia,,Computer,Desktop,Windows,21.0
4470.0,Male,United Kingdom,Paid Advertisment,Mobile,Smart Phone,Windows,39.0
1972.0,Male,Spain,Social Media,Computer,Desktop,Windows,38.0
9799.0,Male,Nigeria,Social Media,Computer,Desktop,Mac,44.0
6640.0,Female,United Kingdom,Social Media,Mobile,Smart Phone,Android,23.0
8571.0,Male,Saudi Arabia,Organic Search,Computer,Desktop,Windows,27.0
9969.0,Female,Japan,Organic Search,Computer,Laptop,Windows,95.0
6781.0,Male,Japan,Organic Search,Computer,Laptop,Windows,26.0
9120.0,Male,India,Organic Search,Computer,Laptop,Windows,39.0
2871.0,Female,Netherlands,Paid Advertisment,Computer,,Linux,25.0
5843.0,Male,United States,Social Media,Computer,Desktop,Windows,36.0
8539.0,Female,Netherlands,Social Media,Mobile,Smart Phone,Android,28.0
4809.0,Female,Mexico,Organic Search,Computer,,Windows,33.0
7437.0,Male,Australia,Paid Advertisment,Computer,Desktop,Windows,18.0
3268.0,Male,Mexico,Organic Search,Mobile,Tablet,Android,30.0
1370.0,Female,Russia,Organic Search,Computer,Desktop,Windows,18.0
6268.0,Female,Mexico,Paid Advertisment,Mobile,Smart Phone,Windows,28.0
3792.0,Female,Egypt,Social Media,Computer,Desktop,Windows,18.0
3046.0,,Brazil,Organic Search,Computer,Desktop,Linux,42.0
3587.0,Female,Indonesia,Organic Search,Computer,Laptop,Linux,37.0
9958.0,Male,South Korea,Organic Search,Computer,Laptop,Windows,
1165.0,Male,Mexico,Organic Search,Mobile,Tablet,Android,45.0
3623.0,Male,Argentina,Paid Advertisment,Computer,Desktop,Windows,20.0
6641.0,Male,United States,Organic Search,Computer,Desktop,Mac,47.0
9662.0,Male,,Paid Advertisment,Mobile,Smart Phone,Android,39.0
3113.0,Male,Japan,Organic Search,,Desktop,Windows,27.0
5937.0,Male,Turkey,Organic Search,Computer,Desktop,Windows,41.0
2746.0,Female,Mexico,Social Media,Computer,Laptop,Windows,18.0
6106.0,Male,United States,Organic Search,Mobile,Tablet,iOS,21.0
6646.0,Female,Germany,Organic Search,Computer,Laptop,Windows,23.0
1176.0,Male,United States,,Computer,Laptop,Windows,24.0
3253.0,Male,Saudi Arabia,Social Media,Computer,Laptop,Linux,19.0
2054.0,Male,Japan,Paid Advertisment,Computer,Laptop,Windows,42.0
2175.0,Female,South Korea,Paid Advertisment,Computer,Laptop,Windows,27.0
2256.0,Male,United States,Paid Advertisment,Computer,Laptop,Windows,33.0
9096.0,Female,Switzerland,Organic Search,Computer,Desktop,Mac,24.0
8214.0,Male,Argentina,Social Media,Mobile,Smart Phone,Android,18.0
5029.0,Male,Russia,Paid Advertisment,Computer,Laptop,Windows,32.0
1431.0,Male,Turkey,Social Media,Computer,Laptop,Windows,18.0
4373.0,Male,Saudi Arabia,Organic Search,Computer,Laptop,Windows,29.0
7425.0,Male,Japan,,Computer,Desktop,Windows,18.0
3925.0,Male,China,Organic Search,Mobile,Tablet,Windows,49.0
6904.0,Male,Italy,Organic Search,Computer,Laptop,Linux,39.0
3439.0,Male,France,Organic Search,Mobile,Smart Phone,Android,31.0
3240.0,Female,Italy,Organic Search,Mobile,Tablet,Windows,42.0
2070.0,Female,Australia,Paid Advertisment,Computer,Laptop,Windows,21.0
4563.0,Male,Germany,Social Media,Computer,Desktop,Linux,35.0
9650.0,Male,Japan,Social Media,Computer,Laptop,Windows,31.0
4236.0,Male,United States,Organic Search,Mobile,Smart Phone,Android,32.0
6372.0,Female,,Organic Search,Computer,Laptop,Linux,42.0
2177.0,Female,United States,Social Media,Computer,Laptop,Linux,37.0
3849.0,Male,France,Social Media,Computer,Laptop,Windows,32.0
6454.0,Female,China,Organic Search,Mobile,Tablet,Windows,18.0
8582.0,Male,France,Social Media,Computer,Laptop,Linux,20.0
8486.0,Female,China,Paid Advertisment,Computer,Laptop,Windows,28.0
1339.0,Female,Germany,Social Media,Computer,Desktop,Mac,30.0
2515.0,Female,Brazil,Organic Search,Computer,Laptop,Windows,18.0
4028.0,Male,Canada,Social Media,Computer,Laptop,Windows,54.0
8080.0,Female,France,Organic Search,Computer,Laptop,Windows,45.0
6182.0,Female,United Kingdom,Social Media,Computer,Desktop,Windows,36.0
6350.0,Male,Thailand,Social Media,Computer,Desktop,Windows,30.0
8211.0,Female,Italy,Social Media,Computer,Desktop,Windows,27.0
1845.0,Female,Brazil,Organic Search,Computer,Desktop,Mac,20.0
3494.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,30.0
6036.0,Male,France,Social Media,Computer,,Windows,32.0
9117.0,Female,South Korea,Paid Advertisment,Computer,Desktop,Linux,18.0
3217.0,Male,Canada,Paid Advertisment,Computer,Laptop,Windows,33.0
9165.0,Male,Argentina,Organic Search,Mobile,Smart Phone,Android,28.0
1912.0,Male,Russia,Paid Advertisment,Mobile,Tablet,Android,18.0
6981.0,Male,South Korea,Social Media,Computer,Laptop,Windows,21.0
5722.0,Female,India,Organic Search,Mobile,Tablet,iOS,25.0
1730.0,Male,Japan,Social Media,Computer,Desktop,Windows,48.0
7527.0,Male,Brazil,Paid Advertisment,Mobile,Tablet,Android,35.0
5570.0,Female,Netherlands,Organic Search,Computer,Laptop,Windows,18.0
4317.0,Female,China,Paid Advertisment,Mobile,Tablet,iOS,34.0
1516.0,Female,India,Social Media,Mobile,Smart Phone,Android,18.0
9297.0,Male,China,Paid Advertisment,Computer,Laptop,Windows,40.0
7957.0,Male,Turkey,Social Media,Mobile,Tablet,iOS,25.0
1947.0,Female,Poland,Social Media,Computer,Desktop,Windows,29.0
1488.0,Male,France,Organic Search,,Desktop,Mac,43.0
5314.0,Male,Germany,Social Media,Computer,Laptop,Linux,18.0
3584.0,Female,France,Social Media,Computer,Laptop,Windows,18.0
9721.0,Female,United Kingdom,Paid Advertisment,Mobile,Smart Phone,Windows,24.0
3666.0,Female,India,Social Media,Computer,Laptop,Windows,40.0
1416.0,Male,Germany,Social Media,Mobile,Smart Phone,Android,18.0
8274.0,Female,India,Organic Search,Computer,Desktop,Windows,18.0
4762.0,Male,Brazil,Paid Advertisment,Computer,Laptop,Windows,25.0
1555.0,Female,United Kingdom,Social Media,Mobile,Tablet,Windows,35.0
2026.0,Male,United States,Organic Search,Mobile,Tablet,Android,42.0
8317.0,Female,France,Organic Search,Computer,Desktop,Windows,25.0
4295.0,Male,Australia,Social Media,Mobile,Tablet,iOS,25.0
6137.0,Female,Turkey,Social Media,Mobile,Smart Phone,Android,41.0
5699.0,Female,,Organic Search,Computer,Laptop,Windows,18.0
4784.0,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,26.0
9129.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,31.0
3356.0,Male,Mexico,Social Media,Computer,Desktop,Windows,34.0
7340.0,Male,South Korea,Paid Advertisment,Mobile,Smart Phone,Android,24.0
7744.0,Male,Canada,Organic Search,Computer,Laptop,Windows,30.0
